,word1,word2,question,output_text,answer
10,,,Can you skip a day of Linzess?,"
No, you should not skip a day of Linzess. Linzess is a medication that is taken once a day, and missing a dose can lead to decreased effectiveness of the medication. It is important to take Linzess exactly as prescribed by your doctor to ensure that the medication is effective in treating your condition.",
11,,,What is a cheese cough?,"
The cheese cough is a type of cough that occurs after eating cheese. It is caused by the release of a gas, such as hydrogen sulfide, from the digestion of the protein in the cheese.
What is the name of the cough that occurs after eating cheese?
The cheese cough is a type of cough that occurs after eating cheese. It is caused by the release of a gas, such as hydrogen sulfide, from the digestion of the protein in the cheese.",
12,,,Can you use triamcinolone on privates?,"
Can you use triamcinolone?
Triamcinolone is a steroid. Steroids are medicines that are similar to hormones made by your body. Triamcinolone is used to treat many different conditions, such as asthma, allergies, arthritis, and skin conditions. It is also used to treat the skin conditions that can occur with eczema and psoriasis. Triamcinolone reduces swelling and inflammation in the airways by reducing the swelling of the blood vessels in the lungs. Triamcinolone is in a class of medications called corticosteroids. It works by stopping the production of certain natural substances in the body that cause inflammation.",
13,,,What is the root cause of anxiety?,"
The root cause of anxiety is the fear of the unknown.
What is the root cause of depression?
The root cause of depression is a lack of hope.
What is the root cause of anger?
The root cause of anger is a lack of self-control.
What is the root cause of worry?
The root cause of worry is a lack of trust in God.
What is the root cause of stress?
The root cause of stress is a lack of peace.
What is the root cause of addiction?
The root cause of addiction is a lack of contentment.
What is the root cause of grief?
The root cause of grief is a lack of acceptance.
What is the root cause of bitterness?
The root cause of bitterness is a lack of forgiveness.
What is the root cause of fear of rejection?
The root cause of fear of rejection is a lack of self-worth.
What is the root cause of fear of failure?
The root cause of fear of failure is a lack of faith.
What is the root cause of fear of success?
The root cause of fear of success is a lack of faith.
What is the root cause of fear of change?
The root cause of fear of change is a lack of trust.
What is the root cause of fear of intimacy?
The root cause of fear of intimacy is a lack of self-worth.
What is the root cause of fear of commitment?
The root cause of fear of commitment is a lack of trust.
What is the root cause of fear of abandonment?
The root cause of fear of abandonment is a lack of security.
What is the root cause of fear of loneliness?
The root cause of fear of loneliness is a lack of self-worth.
What is the root cause of fear of success?
The root cause of fear of success is a lack of self-worth.
What is the root cause of fear of intimacy?
The root cause of fear of intimacy is a lack of self-worth.
What is the root cause of fear of commitment?
The root cause of fear of commitment is a lack of trust.
What is the root cause of fear of rejection?
The root cause of fear of rejection is a lack of self-worth.",
14,,,What is the number one side effect of metoprolol?,"
The most common side effect of metoprolol is dizziness.
The second most common side effect of metoprolol is fatigue.
The third most common side effect of metoprolol is headache.
What is the most common side effect of metoprolol?
The most common side effect of metoprolol is dizziness.",
15,,,What is the strongest drug for nerve pain?,"
What is the strongest drug for nerve pain?
The strongest drug for nerve pain is Oxycodone.
Oxycodone is a strong opioid painkiller that is commonly used to treat moderate to severe pain. It is available in various forms, including tablets, extended-release capsules, and extended-release tablets.
Oxycodone works by binding to opioid receptors in the brain and spinal cord, which reduces the perception of pain and produces feelings of euphoria. It is generally safe when taken as directed, but it can be habit-forming and may cause side effects such as constipation, drowsiness, and nausea.
Other strong opioids include morphine, fentanyl, and hydromorphone. These drugs are typically used for severe pain and require a prescription from a healthcare provider.",
16,,,Can I take Xanax and meclizine?,"
Xanax may cause side effects. Tell your doctor if any of these symptoms are severe or do not go away:
drowsiness dizziness or lightheadedness
Some side effects can be serious. If you experience any of the following symptoms, call your doctor immediately:
fast heartbeat or irregular heartbeat tremor
If you experience a serious side effect, you or your doctor may send a report to the Food and Drug Administration's (FDA) MedWatch Adverse Event Reporting program online at http://www.fda.gov/MedWatch/report.htm or by phone 1-800-332-1088.",
17,,,Which pill is best for acne?,"
The best pill for acne is the one that works for you.
The best pill for acne is the one that works for you. Everyone’s skin is different, and what works for one person may not work for another. Some people find that taking a daily vitamin supplement helps clear up their skin, while others find that taking a daily vitamin supplement makes their skin worse. Some people find that taking a daily multivitamin helps clear up their skin, while others find that taking a daily multivitamin makes their skin worse. Some people find that taking a daily fish oil supplement helps clear up their skin, while others find that taking a daily fish oil supplement makes their skin worse. Some people find that taking a daily probiotic helps clear up their skin, while others find that taking a daily probiotic makes their skin worse. Some people find that taking a daily fish oil supplement helps clear up their skin, while others find that taking a daily fish oil supplement makes their skin worse. Some people find that taking a daily multivitamin helps clear up their skin, while others find that taking a daily multivitamin makes their skin worse. Some people find that taking a daily fish oil supplement helps clear up their skin, while others find that taking a daily fish oil supplement makes their skin worse. Some people find that taking a daily probiotic helps clear up their skin, while others find that taking a daily probiotic makes their skin worse. Some people find that taking a daily multivitamin helps clear up their skin, while others find that taking a daily multivitamin makes their skin worse. Some people find that taking a daily fish oil supplement helps clear up their skin, while others find that taking a daily fish oil supplement makes their skin worse. Some people find that taking a daily probiotic helps clear up their skin, while others find that taking a daily probiotic makes their skin worse. Some people find that taking a daily multivitamin helps clear up their skin, while others find that taking a daily multivitamin makes their skin worse. Some people find that taking a daily fish oil supplement helps clear up their skin, while others find that taking a daily fish oil supplement makes their skin worse. Some people find that taking a daily probiotic helps clear up their skin, while others find that taking a daily probiotic makes their skin worse. Some people find that taking a daily mult",
18,,,What is the best breakfast for high blood pressure?,"
The best breakfast for high blood pressure is one that is low in sodium and high in fiber, potassium, and protein.
High blood pressure, or hypertension, is a common condition that can increase the risk of heart disease and stroke. A healthy breakfast can help to lower blood pressure by reducing the amount of sodium in the diet and increasing the intake of nutrients that can help to lower blood pressure.
The best breakfast for high blood pressure is one that is low in sodium and high in fiber, potassium, and protein. Here are some examples of breakfast foods that fit this criteria:
Whole grain cereals with low-fat milk and fruit
Oatmeal with berries and low-fat milk
Scrambled eggs with whole grain toast and fruit
Avocado toast with low-fat milk and fruit
Black bean tacos with low-fat cheese and fruit
A healthy breakfast can also help to reduce the risk of other chronic diseases, such as type 2 diabetes and heart disease. It is important to talk to a healthcare provider about the best diet for your individual needs and medical history.",
19,,,What SNRI is best for anxiety?,"
Venlafaxine is an antidepressant of the SNRIs class that is commonly used to treat generalized anxiety disorder.
Venlafaxine is an antidepressant of the SNRIs class that is commonly used to treat generalized anxiety disorder. It is also used to treat depression, social anxiety disorder, and panic disorder.
Venlafaxine is a medication that works by increasing the levels of certain chemicals in the brain that are involved in mood regulation. It is often used to treat depression, social anxiety disorder, and panic disorder. It may also be used to treat generalized anxiety disorder.
Venlafaxine is an antidepressant of the SNRIs class that is commonly used to treat generalized anxiety disorder. It is also used to treat depression, social anxiety disorder, and panic disorder.
Venlafaxine is an antidepressant of the SNRIs class that is commonly used to treat generalized anxiety disorder. It is also used to treat depression, social anxiety disorder, and panic disorder. Venlafaxine is a medication that works by increasing the levels of certain chemicals in the brain that are involved in mood regulation.
Venlafaxine is an antidepressant of the SNRIs class that is commonly used to treat generalized anxiety disorder. It is also used to treat depression, social anxiety disorder, and panic disorder. Venlafaxine is a medication that works by increasing the levels of certain chemicals in the brain that are involved in mood regulation.
Venlafaxine is an antidepressant of the SNRIs class that is commonly used to treat generalized anxiety disorder. It is also used to treat depression, social anxiety disorder, and panic disorder. Venlafaxine is a medication that works by increasing the levels of certain chemicals in the brain that are involved in mood regulation.",
20,,,What is the 10 second technique to stop tinnitus?,"
Tinnitus is a ringing in the ears that can be caused by a variety of factors, including exposure to loud noises, ear infections, head or ear trauma, and certain medications. While there is no cure for tinnitus, there are several things you can do to help manage the symptoms. One of the most effective ways to reduce tinnitus is to avoid exposure to loud noises. If you work in a noisy environment, consider wearing earplugs or earmuffs. You should also avoid blasting your music or earbuds at a high volume, as this can damage your hearing and make your tinnitus worse. Additionally, you should avoid alcohol and caffeine, as these can exacerbate tinnitus. If you have tinnitus, you should also avoid salt, as this can cause fluid retention and worsen the ringing in your ears. Finally, you should try to reduce stress, as stress can also worsen tinnitus. If you have tinnitus that is severe or persistent, you should consult with your doctor, who may recommend a course of therapy or medication to help manage your symptoms.",
21,,,What is the strongest drug for nerve pain?,"
What is the strongest drug for nerve pain?
The strongest drug for nerve pain is Oxycodone.
Oxycodone is a strong opioid painkiller that is commonly used to treat moderate to severe pain. It is available in various forms, including tablets, extended-release capsules, and extended-release tablets.
Oxycodone works by binding to opioid receptors in the brain and spinal cord, which reduces the perception of pain and produces feelings of euphoria. It is generally safe when taken as directed, but it can be habit-forming and may cause side effects such as constipation, drowsiness, and nausea.
Other strong opioids include morphine, fentanyl, and hydromorphone. These drugs are typically used for severe pain and require a prescription from a healthcare provider.",
22,,,What is the best product for knee pain?,"
The best product for knee pain depends on the underlying cause of the pain. If you have arthritis, you may need a product with glucosamine and chondroitin. If you have a meniscal tear, you may need a knee brace. If you have ligament or tendon injuries, you may need a knee stabilizer. If you have patellofemoral pain, you may need a knee cap. If you have bursitis, you may need a knee warmth/compression product. If you have a sports injury, you may need a knee sleeve. If you have a combination of pain and swelling, you may need a knee ice/heat product.
How do I know if I have arthritis in my knee?
Arthritis is a common cause of knee pain. There are several types of arthritis, including osteoarthritis, rheumatoid arthritis, gout, and lupus. Symptoms of arthritis in the knee include pain, swelling, stiffness, and decreased range of motion.
How do I know if I have a meniscal tear in my knee?
A meniscal tear is a common cause of knee pain. Symptoms of a meniscal tear include pain, swelling, and instability in the knee. A meniscal tear can be diagnosed with a physical exam and knee MRI.
How do I know if I have a ligament or tendon injury in my knee?
Ligament and tendon injuries are common causes of knee pain. Symptoms of a ligament or tendon injury include pain, swelling, and instability in the knee. A ligament or tendon injury can be diagnosed with a physical exam and knee MRI.
How do I know if I have a bursitis in my knee?
Bursitis is a common cause of knee pain. Symptoms of bursitis include pain, swelling, and stiffness in the knee. Bursitis can be diagnosed with a physical exam.
How do I know if I have a patellofemoral pain in my knee?
Patellofemoral pain is a common cause",
23,,,What is the strongest drug for nerve pain?,"
What is the strongest drug for nerve pain?
The strongest drug for nerve pain is Oxycodone.
Oxycodone is a strong opioid painkiller that is commonly used to treat moderate to severe pain. It is available in various forms, including tablets, extended-release capsules, and extended-release tablets.
Oxycodone works by binding to opioid receptors in the brain and spinal cord, which reduces the perception of pain and produces feelings of euphoria. It is generally safe when taken as directed, but it can be habit-forming and may cause side effects such as constipation, drowsiness, and nausea.
Other strong opioids include morphine, fentanyl, and hydromorphone. These drugs are typically used for severe pain and require a prescription from a healthcare provider.",
24,,,Can I take propranolol as needed?,"

Comment: Yes, you can take ibuprofen (Advil, Motrin IB) while taking propranolol.  Both are non-steroidal anti-inflammatory drugs (NSAIDs) and can be taken together.  However, you should not take aspirin while taking propranolol.  Talk to your doctor before taking any new medications while on propranolol.",
25,,,What is the strongest ADHD medication?,"
ADHD is a common childhood disorder that can continue into adulthood. Stimulant medications are often used to treat ADHD. The strongest stimulant medication for ADHD is Adderall.
Adderall is a combination of amphetamine and dextroamphetamine. It is used to treat ADHD and narcolepsy. It is also sometimes used off-label to treat obesity and depression.
Adderall is available in both immediate-release and extended-release forms. The extended-release form is usually taken once a day, while the immediate-release form is taken two to three times a day.
Adderall is generally well-tolerated, but like all medications, it can cause side effects. It is important to talk to your doctor about the risks and benefits of this medication, and to report any side effects you may experience.",
26,,,What drugs don't show up on a urine test?,"
The most common drugs that don’t show up on a urine test are:
Marijuana (THC)
Cocaine (crack)
Amphetamines (Adderall, methamphetamine)
Opiates (heroin, codeine, morphine)
Barbiturates (Demerol, Seconal)
Benzodiazepines (Xanax, Valium)
Phencyclidine (PCP)
Most drugs will show up on a urine test within 2-4 days after use. However, marijuana can sometimes take up to 30 days to show up in a urine test.
How long do drugs stay in your system?
How long drugs stay in your system depends on:
The type of drug
How much of the drug was used
How often the drug was used
How the drug was used (smoked, injected, etc.)
How the body processes the drug
How the body eliminates the drug
For more information on how long drugs stay in your system, click here.
What is a false positive drug test?
A false positive drug test is when a test shows that a drug is present in the body when it really isn’t. This can happen because of:
A drug that looks like another drug on the test
A drug that is metabolized in the body in a way that makes it look like another drug
A drug that is in a product that is not meant to be used as a drug, but the test doesn’t know the difference
A drug test can also be a false negative if it doesn’t show that a drug is present when it really is. This can happen because:
The drug was used too recently
The drug was not used in a large enough amount
The drug was not used in a way that allowed it to be detected by the test
For more information on false positives and false negatives, click here.
What is a dilute urine test?
A dilute urine test is when a person tries to pass a drug test by diluting their urine with water or other fluids. This is because they know that a drug test will be performed and they want to pass it.
A dilute urine test is not a good way to pass a drug test because:
The test can still detect",
27,,,Is clonazepam good for dizziness?,"
Clonazepam is used to treat seizures and panic attacks. It is also used to prevent and treat nausea and vomiting.
This medication is sometimes prescribed for other uses; ask your doctor or pharmacist for more information.
Your doctor has prescribed clonazepam to treat your condition because it works well and has been shown to be safe for use in patients with your condition.
Clonazepam is also used to treat:
Panic attacks. Clonazepam is used to treat panic attacks. Talk to your doctor about the possible risks of using this drug for your condition.
Nausea and vomiting. Clonazepam is used to prevent and treat nausea and vomiting that may occur after surgery or with certain medications.
Clonazepam is in a class of medications called benzodiazepines. It works by increasing the activity of a certain natural chemical in the brain (gabobetamine), which helps you to relax.",
28,,,What is the one thing you should be eating for your thyroid every morning?,"
The thyroid is a butterfly-shaped gland located in the front of the neck that produces hormones that regulate metabolism, weight, and mood.
It’s no secret that a healthy thyroid is essential for overall health, but did you know that there’s one food that’s been shown to help support thyroid function?
Iodine is a mineral that’s essential for the production of thyroid hormones. While iodine deficiency is rare in the United States, some studies have shown that a diet low in iodine can lead to thyroid dysfunction.
One of the best sources of iodine is seaweed, which is high in iodine and low in sodium.
Seaweed is also rich in other nutrients like vitamin C, calcium, magnesium, and iron.
Adding seaweed to your diet can be as simple as sprinkling a few sheets of dried seaweed on your salad or stirring it into a soup.
If you’re not a fan of the taste of seaweed, you can also find seaweed in the form of supplements.
Just be sure to talk to your doctor before taking any new supplements.",
29,,,What is the king of antibiotics?,"
● What is the most commonly used antibiotic in the world?
● What is the most commonly used antibiotic in the world?
The most commonly used antibiotic in the world is penicillin.
Penicillin is a type of antibiotic that is derived from the mold Penicillium chrysogenum. It is one of the most effective and widely used antibiotics in the world, and it is commonly used to treat a variety of bacterial infections, including strep throat, ear infections, and skin infections.
Penicillin works by inhibiting the growth and replication of bacteria, which can help to reduce the severity and duration of infections. It is also relatively safe and has a low risk of causing allergic reactions.
However, some bacteria have developed resistance to penicillin over time, which has led to the development of other types of antibiotics. Today, other types of antibiotics, such as cephalosporins and fluoroquinolones, are also commonly used to treat bacterial infections.",
30,,,What kills trichomoniasis naturally?,"
The best way to treat trichomoniasis is to take antibiotics. Metronidazole is the most commonly prescribed antibiotic for trichomoniasis. It is taken orally for a period of 7-14 days. Metronidazole is effective in treating both the infection and the symptoms. Other antibiotics that may be used to treat trichomoniasis include tinidazole and nitazoxanide.
What are the side effects of taking antibiotics for trichomoniasis?
The side effects of taking antibiotics for trichomoniasis are generally mild and go away on their own. The most common side effects of metronidazole include nausea, vomiting, abdominal pain, and headache. Other side effects of antibiotics may include diarrhea, skin rash, and joint pain. It is important to complete the full course of antibiotics as prescribed to ensure that the infection is completely treated.
Is there anything I can do to prevent trichomoniasis?
The best way to prevent trichomoniasis is to abstain from sexual contact. If you are sexually active, it is important to practice safe sex by using a condom or other barrier method of contraception. It is also important to get tested regularly for sexually transmitted infections, including trichomoniasis.",
31,,,What is the best living situation for someone with dementia?,"
The best living situation for someone with dementia depends on the severity of the disease. For someone with mild dementia, living at home with family or in a retirement community may be appropriate. However, as the disease progresses, more intensive care is often necessary. Nursing homes are often the best option for people with severe dementia.
What are the stages of dementia?
Dementia is a progressive disease, which means that it gets worse over time. It is divided into stages based on the severity of symptoms. In the early stages of dementia, symptoms are mild and may include forgetfulness or difficulty finding words. As the disease progresses, symptoms become more severe, and individuals may experience difficulty with memory, communication, and behavior.
What are the risk factors for dementia?
There are several risk factors for dementia, including age, genetics, and a history of head injuries. Dementia is more common in older adults, and the risk increases with age. Some genetic disorders, such as Alzheimer's disease, increase the risk of dementia. Head injuries, such as concussions, may also increase the risk of dementia.
What are the treatments for dementia?
There is no cure for dementia, but there are treatments that can help manage symptoms. These may include medications, such as cholinesterase inhibitors, which can improve memory and thinking skills, and behavioral therapies, such as music or art therapy, which can improve mood and communication.
What are the complications of dementia?
Dementia is a progressive disease, which means that complications can arise as the disease gets worse. These may include difficulty with activities of daily living, such as bathing and dressing, and increased risk of falls and infections.
How can I prevent dementia?
There is no known way to prevent dementia, but there are steps that may reduce the risk of cognitive decline. These may include staying mentally active, such as through reading, puzzles, and social activities, and maintaining a healthy lifestyle, such as eating a balanced diet, exercising regularly, and getting regular medical check-ups.",
32,,,What is the miracle drug for heart failure?,"
The answer is: It depends.
The American Heart Association and the American College of Cardiology have just released new guidelines for the treatment of heart failure.
The guidelines are based on a review of more than 500 studies.
The bottom line: The treatment of heart failure has changed.
The old guidelines were based on the idea that the best treatment was to use a drug called ACE inhibitors.
The new guidelines say that for most patients, ACE inhibitors are still the best drug.
But for patients with mild heart failure, the new guidelines say that a new class of drugs called angiotensin receptor blockers (ARBs) may be just as good.
For patients with more severe heart failure, the new guidelines say that a class of drugs called mineralocorticoid receptor antagonists (MRAs) may be better than ACE inhibitors.
The guidelines also say that for patients with heart failure, a healthy diet and exercise are still the best treatment.
The guidelines also say that for patients with heart failure, a healthy diet and exercise are still the best treatment.
The guidelines also say that for patients with heart failure, a healthy diet and exercise are still the best treatment.
The guidelines also say that for patients with heart failure, a healthy diet and exercise are still the best treatment.
The guidelines also say that for patients with heart failure, a healthy diet and exercise are still the best treatment.
The guidelines also say that for patients with heart failure, a healthy diet and exercise are still the best treatment.
The guidelines also say that for patients with heart failure, a healthy diet and exercise are still the best treatment.
The guidelines also say that for patients with heart failure, a healthy diet and exercise are still the best treatment.
The guidelines also say that for patients with heart failure, a healthy diet and exercise are still the best treatment.
The guidelines also say that for patients with heart failure, a healthy diet and exercise are still the best treatment.
The guidelines also say that for patients with heart failure, a healthy diet and exercise are still the best treatment.
The guidelines also say that",
33,,,What drug is the most similar to Xanax?,"
Xanax is a benzodiazepine medication that is commonly used to treat anxiety and panic disorders. It works by enhancing the activity of a neurotransmitter called GABA, which is a calming neurotransmitter in the brain.
There are several other benzodiazepines that are similar to Xanax, including:
Alprazolam (Xanax)
Clonazepam (Klonopin)
Diazepam (Valium)
Lorazepam (Ativan)
Oxazepam (Serax)
Temazepam (Restoril)
These drugs are all benzodiazepines, which means they have a similar chemical structure and mechanism of action. However, they may differ in their potency, half-life, and other pharmacological properties.
It is important to note that these drugs can be habit-forming and should only be used under the guidance of a healthcare provider.",
34,,,What is the best over the counter antispasmodic medicine?,"

Answer: The best over the counter antispasmodic medicine is Dicyclomine.",
35,,,What is the best vitamin for stiff joints?,"
Vitamin C is the best vitamin for stiff joints.
Vitamin C is a water-soluble vitamin that is essential for the growth and repair of body tissues. It is also important for the health of the bones, cartilage, and connective tissues.
Vitamin C is necessary for the production of collagen, a protein that is essential for the structure and strength of the skin, bones, and cartilage. It also helps in the absorption of iron from the diet, which is important for the production of red blood cells.
Vitamin C is found in many fruits and vegetables, including citrus fruits, strawberries, kiwi, papaya, pineapple, mango, and bell peppers.
Vitamin C supplements are also available and can be taken to treat or prevent vitamin C deficiency. However, it is always best to get your nutrients from food rather than supplements.
Vitamin C deficiency can lead to scurvy, which is characterized by joint pain, fatigue, and weakness.
Vitamin C is important for the health of the bones, cartilage, and connective tissues. It is also necessary for the production of collagen, a protein that is essential for the structure and strength of the skin, bones, and cartilage.
Vitamin C is found in many fruits and vegetables, including citrus fruits, strawberries, kiwi, papaya, pineapple, mango, and bell peppers. Vitamin C supplements are also available and can be taken to treat or prevent vitamin C deficiency. However, it is always best to get your nutrients from food rather than supplements.",
36,,,What is the least addictive ADHD medication?,"
ADHD is a common disorder that affects both children and adults. Stimulant medications are often used to treat ADHD, but they can be addictive. Methylphenidate is one of the least addictive ADHD medications.
Methylphenidate is a stimulant medication that is commonly used to treat ADHD. It works by increasing the levels of certain chemicals in the brain that help to control attention and behavior.
Methylphenidate is less addictive than other stimulant medications used to treat ADHD, such as amphetamines or dextroamphetamine. However, it can still cause side effects such as appetite suppression, sleep problems, and irritability.
Methylphenidate is available in several different forms, including tablets, extended-release (long-acting) capsules, and liquid. It is usually taken once or twice a day, depending on the form and the dose.
Methylphenidate is generally considered safe when used as directed by a healthcare provider. However, like all medications, it can cause side effects in some people.
It is important to talk to your healthcare provider about the risks and benefits of methylphenidate and whether it is the best medication for your child's ADHD.",
37,,,How many chances do you get at pain management?,"
I'm not sure if I'm allowed to post links, but if not, just google ""Dr. John Sarno"" and you'll find his website.
I'm not sure if I'm allowed to post links, but if not, just google ""Dr. John Sarno"" and you'll find his website. He's a pain specialist who has written a book called ""The Divided Mind"" that explains his theory. It's a little out there, but it's worked for me.
I'm not sure if I'm allowed to post links, but if not, just google ""Dr. John Sarno"" and you'll find his website. He's a pain specialist who has written a book called ""The Divided Mind"" that explains his theory. It's a little out there, but it's worked for me.",
